Formatted Date,Temperature (C)
2006-04-01 00:00:00.000,9.472222222
2006-04-01 01:00:00.000,9.355555556
2006-04-01 02:00:00.000,9.377777778
2006-04-01 03:00:00.000,8.288888889
2006-04-01 04:00:00.000,8.755555556
2006-04-01 05:00:00.000,9.222222222
2006-04-01 06:00:00.000,7.733333333
2006-04-01 07:00:00.000,8.772222222
2006-04-01 08:00:00.000,10.82222222
2006-04-01 09:00:00.000,13.77222222
2006-04-01 10:00:00.000,16.01666667
2006-04-01 11:00:00.000,17.14444444
2006-04-01 12:00:00.000,17.8
2006-04-01 13:00:00.000,17.33333333
2006-04-01 14:00:00.000,18.87777778
2006-04-01 15:00:00.000,18.91111111
2006-04-01 16:00:00.000,15.38888889
2006-04-01 17:00:00.000,15.55
2006-04-01 18:00:00.000,14.25555556
2006-04-01 19:00:00.000,13.14444444
2006-04-01 20:00:00.000,11.55
2006-04-01 21:00:00.000,11.18333333
2006-04-01 22:00:00.000,10.11666667
2006-04-01 23:00:00.000,10.2
2006-04-10 00:00:00.000,10.42222222
2006-04-10 01:00:00.000,9.911111111
2006-04-10 02:00:00.000,11.18333333
2006-04-10 03:00:00.000,7.155555556
2006-04-10 04:00:00.000,6.111111111
2006-04-10 05:00:00.000,6.788888889
2006-04-10 06:00:00.000,7.261111111
2006-04-10 07:00:00.000,7.8
2006-04-10 08:00:00.000,9.872222222
2006-04-10 09:00:00.000,12.22222222
2006-04-10 10:00:00.000,15.09444444
2006-04-10 11:00:00.000,17.35555556
2006-04-10 12:00:00.000,19.00555556
2006-04-10 13:00:00.000,20.04444444
2006-04-10 14:00:00.000,21.05
2006-04-10 15:00:00.000,21.18333333
2006-04-10 16:00:00.000,20.11666667
2006-04-10 17:00:00.000,20.21666667
2006-04-10 18:00:00.000,20
2006-04-10 19:00:00.000,17.8
2006-04-10 20:00:00.000,16.06111111
2006-04-10 21:00:00.000,15.02222222
2006-04-10 22:00:00.000,14.42222222
2006-04-10 23:00:00.000,14.25555556
2006-04-11 00:00:00.000,13.77222222
2006-04-11 01:00:00.000,13.28333333
2006-04-11 02:00:00.000,8.633333333
2006-04-11 03:00:00.000,11.25
2006-04-11 04:00:00.000,11.18333333
2006-04-11 05:00:00.000,10.69444444
2006-04-11 06:00:00.000,11.11111111
2006-04-11 07:00:00.000,11.11111111
2006-04-11 08:00:00.000,12.16666667
2006-04-11 09:00:00.000,12.75555556
2006-04-11 10:00:00.000,13.83888889
2006-04-11 11:00:00.000,16.18333333
2006-04-11 12:00:00.000,17.51666667
2006-04-11 13:00:00.000,17.38333333
2006-04-11 14:00:00.000,17.36111111
2006-04-11 15:00:00.000,17.20555556
2006-04-11 16:00:00.000,15.63333333
2006-04-11 17:00:00.000,13.57777778
2006-04-11 18:00:00.000,10.91111111
2006-04-11 19:00:00.000,8.8
2006-04-11 20:00:00.000,8.961111111
2006-04-11 21:00:00.000,8.2
2006-04-11 22:00:00.000,7.688888889
2006-04-11 23:00:00.000,7.766666667
2006-04-12 00:00:00.000,8.2
2006-04-12 01:00:00.000,8.177777778
2006-04-12 02:00:00.000,7.311111111
2006-04-12 03:00:00.000,7.644444444
2006-04-12 04:00:00.000,6.622222222
2006-04-12 05:00:00.000,6.683333333
2006-04-12 06:00:00.000,6.088888889
2006-04-12 07:00:00.000,6.066666667
2006-04-12 08:00:00.000,6.144444444
2006-04-12 09:00:00.000,7.133333333
2006-04-12 10:00:00.000,7.205555556
2006-04-12 11:00:00.000,7.566666667
2006-04-12 12:00:00.000,8.9
2006-04-12 13:00:00.000,9.961111111
2006-04-12 14:00:00.000,9.888888889
2006-04-12 15:00:00.000,11.06666667
2006-04-12 16:00:00.000,10.11666667
2006-04-12 17:00:00.000,11.03888889
2006-04-12 18:00:00.000,10.65
2006-04-12 19:00:00.000,10.05
2006-04-12 20:00:00.000,9.9
2006-04-12 21:00:00.000,8.794444444
2006-04-12 22:00:00.000,7.827777778
2006-04-12 23:00:00.000,7.855555556
2006-04-13 00:00:00.000,7.316666667
2006-04-13 01:00:00.000,7.244444444
2006-04-13 02:00:00.000,5.438888889
2006-04-13 03:00:00.000,7.2
2006-04-13 04:00:00.000,6.688888889
2006-04-13 05:00:00.000,6.211111111
2006-04-13 06:00:00.000,6.111111111
2006-04-13 07:00:00.000,6.111111111
2006-04-13 08:00:00.000,6.172222222
2006-04-13 09:00:00.000,7.222222222
2006-04-13 10:00:00.000,7.288888889
2006-04-13 11:00:00.000,7.405555556
2006-04-13 12:00:00.000,7.961111111
2006-04-13 13:00:00.000,8.033333333
2006-04-13 14:00:00.000,9.077777778
2006-04-13 15:00:00.000,9.05
2006-04-13 16:00:00.000,9.05
2006-04-13 17:00:00.000,9.183333333
2006-04-13 18:00:00.000,9.072222222
2006-04-13 19:00:00.000,7.983333333
2006-04-13 20:00:00.000,8.072222222
2006-04-13 21:00:00.000,7.894444444
2006-04-13 22:00:00.000,7.311111111
2006-04-13 23:00:00.000,7.338888889
2006-04-14 00:00:00.000,6.622222222
2006-04-14 01:00:00.000,6.066666667
2006-04-14 02:00:00.000,8.338888889
2006-04-14 03:00:00.000,5.183333333
2006-04-14 04:00:00.000,3.722222222
2006-04-14 05:00:00.000,4.855555556
2006-04-14 06:00:00.000,5.211111111
2006-04-14 07:00:00.000,6.255555556
2006-04-14 08:00:00.000,7.794444444
2006-04-14 09:00:00.000,10.05
2006-04-14 10:00:00.000,12.2
2006-04-14 11:00:00.000,12.7
2006-04-14 12:00:00.000,13.93333333
2006-04-14 13:00:00.000,15.09444444
2006-04-14 14:00:00.000,15.15
2006-04-14 15:00:00.000,16.17777778
2006-04-14 16:00:00.000,16.25
2006-04-14 17:00:00.000,16.29444444
2006-04-14 18:00:00.000,16.1
2006-04-14 19:00:00.000,12.95555556
2006-04-14 20:00:00.000,13.85
2006-04-14 21:00:00.000,12.77777778
2006-04-14 22:00:00.000,12.15
2006-04-14 23:00:00.000,10.67777778
2006-04-15 00:00:00.000,10.44444444
2006-04-15 01:00:00.000,9.822222222
2006-04-15 02:00:00.000,11.02777778
2006-04-15 03:00:00.000,7.138888889
2006-04-15 04:00:00.000,7.622222222
2006-04-15 05:00:00.000,7.627777778
2006-04-15 06:00:00.000,7.044444444
2006-04-15 07:00:00.000,8.6
2006-04-15 08:00:00.000,9.65
2006-04-15 09:00:00.000,12.10555556
2006-04-15 10:00:00.000,12.77777778
2006-04-15 11:00:00.000,13.81111111
2006-04-15 12:00:00.000,16.01666667
2006-04-15 13:00:00.000,17.12777778
2006-04-15 14:00:00.000,17.14444444
2006-04-15 15:00:00.000,17.77777778
2006-04-15 16:00:00.000,17.77777778
2006-04-15 17:00:00.000,17.80555556
2006-04-15 18:00:00.000,16.15555556
2006-04-15 19:00:00.000,14.05
2006-04-15 20:00:00.000,13.08888889
2006-04-15 21:00:00.000,12.28888889
2006-04-15 22:00:00.000,12.77777778
2006-04-15 23:00:00.000,12.72777778
2006-04-16 00:00:00.000,12.26666667
2006-04-16 01:00:00.000,11.71111111
2006-04-16 02:00:00.000,10.82777778
2006-04-16 03:00:00.000,12.2
2006-04-16 04:00:00.000,12.2
2006-04-16 05:00:00.000,11.68888889
2006-04-16 06:00:00.000,11.20555556
2006-04-16 07:00:00.000,11.13333333
2006-04-16 08:00:00.000,11.43888889
2006-04-16 09:00:00.000,13.03333333
2006-04-16 10:00:00.000,17.24444444
2006-04-16 11:00:00.000,17.73888889
2006-04-16 12:00:00.000,17.84444444
2006-04-16 13:00:00.000,18.86111111
2006-04-16 14:00:00.000,18.66666667
2006-04-16 15:00:00.000,17.82222222
2006-04-16 16:00:00.000,17.8
2006-04-16 17:00:00.000,17.35
2006-04-16 18:00:00.000,16.06666667
2006-04-16 19:00:00.000,14.93333333
2006-04-16 20:00:00.000,13.92222222
2006-04-16 21:00:00.000,12.75555556
2006-04-16 22:00:00.000,12.75555556
2006-04-16 23:00:00.000,12.37222222
2006-04-17 00:00:00.000,11.18333333
2006-04-17 01:00:00.000,11.66666667
2006-04-17 02:00:00.000,8.977777778
2006-04-17 03:00:00.000,10.57777778
2006-04-17 04:00:00.000,10.53333333
2006-04-17 05:00:00.000,10.58888889
2006-04-17 06:00:00.000,9.983333333
2006-04-17 07:00:00.000,11.02222222
2006-04-17 08:00:00.000,13.53888889
2006-04-17 09:00:00.000,13.88888889
2006-04-17 10:00:00.000,15
2006-04-17 11:00:00.000,17.18333333
2006-04-17 12:00:00.000,16.2
2006-04-17 13:00:00.000,17.75
2006-04-17 14:00:00.000,18.40555556
2006-04-17 15:00:00.000,17.82222222
2006-04-17 16:00:00.000,17.31111111
2006-04-17 17:00:00.000,17.50555556
2006-04-17 18:00:00.000,17.26666667
2006-04-17 19:00:00.000,15.13888889
2006-04-17 20:00:00.000,13.25
2006-04-17 21:00:00.000,12.29444444
2006-04-17 22:00:00.000,10.7
2006-04-17 23:00:00.000,9.855555556
2006-04-18 00:00:00.000,9.522222222
2006-04-18 01:00:00.000,8.405555556
2006-04-18 02:00:00.000,13.01111111
2006-04-18 03:00:00.000,7.733333333
2006-04-18 04:00:00.000,6.138888889
2006-04-18 05:00:00.000,6.472222222
2006-04-18 06:00:00.000,6.627777778
2006-04-18 07:00:00.000,8.688888889
2006-04-18 08:00:00.000,11.99444444
2006-04-18 09:00:00.000,13.76666667
2006-04-18 10:00:00.000,15.08888889
2006-04-18 11:00:00.000,16.45555556
2006-04-18 12:00:00.000,17.31111111
2006-04-18 13:00:00.000,17.87222222
2006-04-18 14:00:00.000,19.03888889
2006-04-18 15:00:00.000,18.97777778
2006-04-18 16:00:00.000,19.00555556
2006-04-18 17:00:00.000,19.01111111
2006-04-18 18:00:00.000,17.86666667
2006-04-18 19:00:00.000,17.26666667
2006-04-18 20:00:00.000,16.18888889
2006-04-18 21:00:00.000,14.88333333
2006-04-18 22:00:00.000,14.32777778
2006-04-18 23:00:00.000,14.51111111
2006-04-19 00:00:00.000,14.37222222
2006-04-19 01:00:00.000,14.87777778
2006-04-19 02:00:00.000,10.40555556
2006-04-19 03:00:00.000,12.82222222
2006-04-19 04:00:00.000,12.8
2006-04-19 05:00:00.000,12.82777778
2006-04-19 06:00:00.000,12.26666667
2006-04-19 07:00:00.000,12.26666667
2006-04-19 08:00:00.000,12.18333333
2006-04-19 09:00:00.000,12.17222222
2006-04-19 10:00:00.000,12.71111111
2006-04-19 11:00:00.000,15.60555556
2006-04-19 12:00:00.000,16.02222222
2006-04-19 13:00:00.000,17.2
2006-04-19 14:00:00.000,17.21666667
2006-04-19 15:00:00.000,17.82777778
2006-04-19 16:00:00.000,17.82777778
2006-04-19 17:00:00.000,17.73333333
2006-04-19 18:00:00.000,16.27222222
2006-04-19 19:00:00.000,13.16666667
2006-04-19 20:00:00.000,13.25555556
2006-04-19 21:00:00.000,13.01111111
2006-04-19 22:00:00.000,12.45555556
2006-04-19 23:00:00.000,12.48888889
2006-04-02 00:00:00.000,9.555555556
2006-04-02 01:00:00.000,10.62222222
2006-04-02 02:00:00.000,8.722222222
2006-04-02 03:00:00.000,10.53333333
2006-04-02 04:00:00.000,9.444444444
2006-04-02 05:00:00.000,9.888888889
2006-04-02 06:00:00.000,10.36666667
2006-04-02 07:00:00.000,8.888888889
2006-04-02 08:00:00.000,9.977777778
2006-04-02 09:00:00.000,12.2
2006-04-02 10:00:00.000,13.96111111
2006-04-02 11:00:00.000,14.94444444
2006-04-02 12:00:00.000,16.18333333
2006-04-02 13:00:00.000,16.36666667
2006-04-02 14:00:00.000,17.37222222
2006-04-02 15:00:00.000,17.67222222
2006-04-02 16:00:00.000,17.72222222
2006-04-02 17:00:00.000,16.23888889
2006-04-02 18:00:00.000,14.06666667
2006-04-02 19:00:00.000,13.95555556
2006-04-02 20:00:00.000,12.28888889
2006-04-02 21:00:00.000,10.02222222
2006-04-02 22:00:00.000,9.377777778
2006-04-02 23:00:00.000,9.416666667
2006-04-20 00:00:00.000,11.82777778
2006-04-20 01:00:00.000,10.76111111
2006-04-20 02:00:00.000,12.15555556
2006-04-20 03:00:00.000,9.672222222
2006-04-20 04:00:00.000,8.15
2006-04-20 05:00:00.000,10.2
2006-04-20 06:00:00.000,10.11666667
2006-04-20 07:00:00.000,10.16111111
2006-04-20 08:00:00.000,11.24444444
2006-04-20 09:00:00.000,12.24444444
2006-04-20 10:00:00.000,13.91111111
2006-04-20 11:00:00.000,15.61666667
2006-04-20 12:00:00.000,15.07222222
2006-04-20 13:00:00.000,15.07222222
2006-04-20 14:00:00.000,14.26666667
2006-04-20 15:00:00.000,16.01666667
2006-04-20 16:00:00.000,15.02777778
2006-04-20 17:00:00.000,13.94444444
2006-04-20 18:00:00.000,12.91666667
2006-04-20 19:00:00.000,12.89444444
2006-04-20 20:00:00.000,12.4
2006-04-20 21:00:00.000,12.26666667
2006-04-20 22:00:00.000,12.22222222
2006-04-20 23:00:00.000,11.25
2006-04-21 00:00:00.000,11.52777778
2006-04-21 01:00:00.000,11.53888889
2006-04-21 02:00:00.000,9.438888889
2006-04-21 03:00:00.000,11.43888889
2006-04-21 04:00:00.000,11.39444444
2006-04-21 05:00:00.000,11.52777778
2006-04-21 06:00:00.000,11.95
2006-04-21 07:00:00.000,11.97222222
2006-04-21 08:00:00.000,12.63333333
2006-04-21 09:00:00.000,12.75555556
2006-04-21 10:00:00.000,13.84444444
2006-04-21 11:00:00.000,13.17222222
2006-04-21 12:00:00.000,15.06666667
2006-04-21 13:00:00.000,17.24444444
2006-04-21 14:00:00.000,16.31666667
2006-04-21 15:00:00.000,17.38333333
2006-04-21 16:00:00.000,15.27222222
2006-04-21 17:00:00.000,17.45555556
2006-04-21 18:00:00.000,16.22222222
2006-04-21 19:00:00.000,15.08333333
2006-04-21 20:00:00.000,13.99444444
2006-04-21 21:00:00.000,12.17222222
2006-04-21 22:00:00.000,11.08888889
2006-04-21 23:00:00.000,11.09444444
2006-04-22 00:00:00.000,9.883333333
2006-04-22 01:00:00.000,9.355555556
2006-04-22 02:00:00.000,9.861111111
2006-04-22 03:00:00.000,8.272222222
2006-04-22 04:00:00.000,8.866666667
2006-04-22 05:00:00.000,8.816666667
2006-04-22 06:00:00.000,7.155555556
2006-04-22 07:00:00.000,8.85
2006-04-22 08:00:00.000,11.17777778
2006-04-22 09:00:00.000,12.38888889
2006-04-22 10:00:00.000,14.14444444
2006-04-22 11:00:00.000,17.1
2006-04-22 12:00:00.000,18.93888889
2006-04-22 13:00:00.000,17.91666667
2006-04-22 14:00:00.000,19.98333333
2006-04-22 15:00:00.000,20.07222222
2006-04-22 16:00:00.000,20.07222222
2006-04-22 17:00:00.000,20.08333333
2006-04-22 18:00:00.000,19.08888889
2006-04-22 19:00:00.000,17.45
2006-04-22 20:00:00.000,15.56666667
2006-04-22 21:00:00.000,12.49444444
2006-04-22 22:00:00.000,12.24444444
2006-04-22 23:00:00.000,11.41666667
2006-04-23 00:00:00.000,10.55555556
2006-04-23 01:00:00.000,10.46666667
2006-04-23 02:00:00.000,10.25
2006-04-23 03:00:00.000,9.355555556
2006-04-23 04:00:00.000,8.311111111
2006-04-23 05:00:00.000,8.811111111
2006-04-23 06:00:00.000,8.733333333
2006-04-23 07:00:00.000,11.93333333
2006-04-23 08:00:00.000,14.51666667
2006-04-23 09:00:00.000,18.73333333
2006-04-23 10:00:00.000,20.02777778
2006-04-23 11:00:00.000,21.03888889
2006-04-23 12:00:00.000,20.73888889
2006-04-23 13:00:00.000,22.31666667
2006-04-23 14:00:00.000,22.11111111
2006-04-23 15:00:00.000,22.73333333
2006-04-23 16:00:00.000,22.77777778
2006-04-23 17:00:00.000,21.21666667
2006-04-23 18:00:00.000,20.18333333
2006-04-23 19:00:00.000,18.01111111
2006-04-23 20:00:00.000,17.42222222
2006-04-23 21:00:00.000,13.96111111
2006-04-23 22:00:00.000,13.28888889
2006-04-23 23:00:00.000,12.32222222
2006-04-24 00:00:00.000,11.11666667
2006-04-24 01:00:00.000,10.53333333
2006-04-24 02:00:00.000,12.38333333
2006-04-24 03:00:00.000,9.861111111
2006-04-24 04:00:00.000,8.872222222
2006-04-24 05:00:00.000,8.672222222
2006-04-24 06:00:00.000,7.688888889
2006-04-24 07:00:00.000,10.91111111
2006-04-24 08:00:00.000,14.83888889
2006-04-24 09:00:00.000,18.8
2006-04-24 10:00:00.000,21.09444444
2006-04-24 11:00:00.000,22.02777778
2006-04-24 12:00:00.000,22.82777778
2006-04-24 13:00:00.000,22.91666667
2006-04-24 14:00:00.000,23.91666667
2006-04-24 15:00:00.000,23.91111111
2006-04-24 16:00:00.000,23.93333333
2006-04-24 17:00:00.000,23.91666667
2006-04-24 18:00:00.000,22.82222222
2006-04-24 19:00:00.000,21.22777778
2006-04-24 20:00:00.000,19.07777778
2006-04-24 21:00:00.000,17.06111111
2006-04-24 22:00:00.000,14.90555556
2006-04-24 23:00:00.000,13.08333333
2006-04-25 00:00:00.000,12.71111111
2006-04-25 01:00:00.000,12.12777778
2006-04-25 02:00:00.000,11.81111111
2006-04-25 03:00:00.000,12.01666667
2006-04-25 04:00:00.000,12.04444444
2006-04-25 05:00:00.000,10.62777778
2006-04-25 06:00:00.000,9.911111111
2006-04-25 07:00:00.000,12.55555556
2006-04-25 08:00:00.000,15.00555556
2006-04-25 09:00:00.000,17.33888889
2006-04-25 10:00:00.000,19.1
2006-04-25 11:00:00.000,21.26111111
2006-04-25 12:00:00.000,22.41111111
2006-04-25 13:00:00.000,22.93888889
2006-04-25 14:00:00.000,23.92777778
2006-04-25 15:00:00.000,23.96111111
2006-04-25 16:00:00.000,23.96111111
2006-04-25 17:00:00.000,23.11111111
2006-04-25 18:00:00.000,22.82222222
2006-04-25 19:00:00.000,21.11111111
2006-04-25 20:00:00.000,18.18888889
2006-04-25 21:00:00.000,16.01666667
2006-04-25 22:00:00.000,15.46666667
2006-04-25 23:00:00.000,14.60555556
2006-04-26 00:00:00.000,13.31111111
2006-04-26 01:00:00.000,12.73333333
2006-04-26 02:00:00.000,13.78888889
2006-04-26 03:00:00.000,10.57777778
2006-04-26 04:00:00.000,10.48333333
2006-04-26 05:00:00.000,10.28888889
2006-04-26 06:00:00.000,9.972222222
2006-04-26 07:00:00.000,13.63888889
2006-04-26 08:00:00.000,16.73888889
2006-04-26 09:00:00.000,18.83888889
2006-04-26 10:00:00.000,21.16111111
2006-04-26 11:00:00.000,22.58888889
2006-04-26 12:00:00.000,22.89444444
2006-04-26 13:00:00.000,24.00555556
2006-04-26 14:00:00.000,24.00555556
2006-04-26 15:00:00.000,23.97777778
2006-04-26 16:00:00.000,25.04444444
2006-04-26 17:00:00.000,24.07777778
2006-04-26 18:00:00.000,22.38333333
2006-04-26 19:00:00.000,21.20555556
2006-04-26 20:00:00.000,18.26111111
2006-04-26 21:00:00.000,17.2
2006-04-26 22:00:00.000,15.99444444
2006-04-26 23:00:00.000,15.96111111
2006-04-27 00:00:00.000,15.44444444
2006-04-27 01:00:00.000,14.37222222
2006-04-27 02:00:00.000,13.60555556
2006-04-27 03:00:00.000,12.82222222
2006-04-27 04:00:00.000,12.75
2006-04-27 05:00:00.000,11.41666667
2006-04-27 06:00:00.000,12.33333333
2006-04-27 07:00:00.000,14.90555556
2006-04-27 08:00:00.000,15.89444444
2006-04-27 09:00:00.000,17.22777778
2006-04-27 10:00:00.000,17.82777778
2006-04-27 11:00:00.000,17.91666667
2006-04-27 12:00:00.000,19.05555556
2006-04-27 13:00:00.000,20.14444444
2006-04-27 14:00:00.000,20.26111111
2006-04-27 15:00:00.000,21.20555556
2006-04-27 16:00:00.000,21.25555556
2006-04-27 17:00:00.000,20.23333333
2006-04-27 18:00:00.000,19.07777778
2006-04-27 19:00:00.000,17.94444444
2006-04-27 20:00:00.000,15.49444444
2006-04-27 21:00:00.000,14.14444444
2006-04-27 22:00:00.000,14.53888889
2006-04-27 23:00:00.000,14.13888889
2006-04-28 00:00:00.000,13.4
2006-04-28 01:00:00.000,13.42777778
2006-04-28 02:00:00.000,11.58888889
2006-04-28 03:00:00.000,14.42222222
2006-04-28 04:00:00.000,13.91666667
2006-04-28 05:00:00.000,13.4
2006-04-28 06:00:00.000,13.86666667
2006-04-28 07:00:00.000,14.90555556
2006-04-28 08:00:00.000,15.93333333
2006-04-28 09:00:00.000,17.12777778
2006-04-28 10:00:00.000,18.75
2006-04-28 11:00:00.000,18.96111111
2006-04-28 12:00:00.000,19.99444444
2006-04-28 13:00:00.000,21.11111111
2006-04-28 14:00:00.000,21.09444444
2006-04-28 15:00:00.000,21.17777778
2006-04-28 16:00:00.000,21.22777778
2006-04-28 17:00:00.000,20.1
2006-04-28 18:00:00.000,19.02777778
2006-04-28 19:00:00.000,17.85
2006-04-28 20:00:00.000,16.26111111
2006-04-28 21:00:00.000,14.98333333
2006-04-28 22:00:00.000,14.46666667
2006-04-28 23:00:00.000,13.94444444
2006-04-29 00:00:00.000,12.31666667
2006-04-29 01:00:00.000,11.76111111
2006-04-29 02:00:00.000,10.82777778
